ID,Title,Source,Format,isPartOf,Type,isFormatOf ,isRequiredBy 
116,3461f21_Module01_CM02.pptx,EECS3461,.pptx,Module_02_Research_I,iER,,
117,3461f21_Module00_CM01.pptx,EECS3461,.pptx,Module_01_Basic_Concepts_&_Dark_Patterns,iER,,
118,3461f21_Module02_CM06.pptx,EECS3461,.pptx,Module_06_Research_II,iER,,
119,3461f21_Module02_CM05.pptx,EECS3461,.pptx,Module_05_Evaluating-Testing_I,iER,,
120,Module_07_Ideation-Generating_Alternatives_II_Practice.txt,EECS3461,.txt,Module_07_Ideation-Generating_Alternatives_II,iER,,
121,EECS3461_Module_07_Ideation-Generating_Alternatives_II_content.txt,EECS3461,.txt,Module_07_Ideation-Generating_Alternatives_II,iER,,
122,Module_07_Ideation-Generating_Alternatives_II_Share.txt,EECS3461,.txt,Module_07_Ideation-Generating_Alternatives_II,iER,,
123,Module_07_Ideation-Generating_Alternatives_II_Learn.txt,EECS3461,.txt,Module_07_Ideation-Generating_Alternatives_II,iER,,
124,Module_07_Ideation-Generating_Alternatives_II_Overview.txt,EECS3461,.txt,Module_07_Ideation-Generating_Alternatives_II,iER,,
125,Module_07_Ideation-Generating_Alternatives_II_Assess.txt,EECS3461,.txt,Module_07_Ideation-Generating_Alternatives_II,iER,,
126,Module_07_Ideation-Generating_Alternatives_II_Reflect.txt,EECS3461,.txt,Module_07_Ideation-Generating_Alternatives_II,iER,,
